"Rank","Gene_Symbol","Gene_Name","Gene_Type","Relevance_Score","Knowledge_Score","Is_Protein_Coding","Meets_RawScore_ge0.75","Meets_RawScore_ge0.9","Meets_Main_RawScore_ge3","Meets_Strict_RawScore_ge5","Meets_P75_Quantile_Cutoff","Meets_P90_Quantile_Cutoff","Included_Main_PPI","Included_Strict_PPI","Included_Broad_PPI","Score_Band","Main_Exclusion_Reason","Disease","MeSH_ID","Species","TaxID","Source_Database","GeneCards_Version","Query_Term","Query_Mode","Query_Scope","Source_URL","Live_Validation_Date","Processing_Date","Raw_Snapshot_Retrieval_Date_Status","Source_File_SHA256","HGNC_Mapping_Status","UniProt_Accession"
"11","ADAMTS13","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 13","Protein Coding","7.103341","97","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"12","MIR128-2","MicroRNA 128-2","RNA Gene","6.510816","55","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"13","S100B","S100 Calcium Binding Protein B","Protein Coding","6.4530697","88","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"14","CERNA3","Competing Endogenous LncRNA 3 For MiR-645","RNA Gene","6.2333703","52","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"15","AVP","Arginine Vasopressin","Protein Coding","6.224776","89","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"16","LINC02605","Long Intergenic Non-Protein Coding RNA 2605","RNA Gene","6.2150726","50","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"17","NPPB","Natriuretic Peptide B","Protein Coding","6.214533","74","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"18","CST3","Cystatin C","Protein Coding","6.0733933","79","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"19","VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","5.9507003","97","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"20","MEG3","Maternally Expressed 3","RNA Gene","5.845","67","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"21","MMP2","Matrix Metallopeptidase 2","Protein Coding","5.749848","100","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"22","PWAR1","Prader Willi/Angelman Region RNA 1","RNA Gene","5.5468025","48","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"23","CYP2C19","Cytochrome P450 Family 2 Subfamily C Member 19","Protein Coding","5.4051743","92","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"24","TJP1","Tight Junction Protein 1","Protein Coding","5.373794","96","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"25","MIR451A","MicroRNA 451a","RNA Gene","5.2970157","60","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"26","JAK2","Janus Kinase 2","Protein Coding","5.2918544","100","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"27","SERPINE1","Serpin Family E Member 1","Protein Coding","5.2394767","99","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"28","SNHG14","Small Nucleolar RNA Host Gene 14","RNA Gene","5.062072","70","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"29","MIAT","Myocardial Infarction Associated Transcript","RNA Gene","5.062072","60","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",">=5","Non-protein-coding: retained in audit, excluded from PPI-ready set","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"30","APOA1","Apolipoprotein A1","Protein Coding","5.007799","100","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"31","TLR4","Toll Like Receptor 4","Protein Coding","5.007799","96","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",">=5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"32","PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","4.9633937","91","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"33","PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9","Protein Coding","4.9360347","100","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"34","CASP3","Caspase 3","Protein Coding","4.878299","91","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"35","NOTCH3","Notch Receptor 3","Protein Coding","4.875478","100","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"36","CLDN5","Claudin 5","Protein Coding","4.842616","76","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"37","CHI3L1","Chitinase 3 Like 1","Protein Coding","4.7784796","79","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"38","LGALS3","Galectin 3","Protein Coding","4.685536","85","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"39","AQP4","Aquaporin 4","Protein Coding","4.5588017","78","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"40","PLA2G7","Phospholipase A2 Group VII","Protein Coding","4.5516458","82","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"41","GFAP","Glial Fibrillary Acidic Protein","Protein Coding","4.521371","100","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"42","HIF1A","Hypoxia Inducible Factor 1 Subunit Alpha","Protein Coding","4.486366","96","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
"43","PON1","Paraoxonase 1","Protein Coding","4.3750615","86","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","3-<5","","Acute ischemic stroke","D000083242","Homo sapiens","9606","GeneCards","6.1 Build 2026-07-07","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22","2026-07-11","2026-07-11","Not recorded in source CSV; file mtime is not treated as retrieval date","3b25937eecdc4ef41bc278c0a27a9be610d2f1ac35e0d84273be0c558d692956","Pending_global_ID_normalization",""
