"Rank","Gene_Symbol","Gene_Name","Gene_Type","Relevance_Score","Knowledge_Score","Species","TaxID","Source_Database","Disease","MeSH_ID","Query_Term","Query_Mode","Query_Scope","GeneCards_Version","Analysis_Set","Selection_Criterion","PPI_Eligible","Evidence_Interpretation","HGNC_Mapping_Status","UniProt_Accession","Source_URL"
"13","S100B","S100 Calcium Binding Protein B","Protein Coding","6.4530697","88","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"15","AVP","Arginine Vasopressin","Protein Coding","6.224776","89","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"17","NPPB","Natriuretic Peptide B","Protein Coding","6.214533","74","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"18","CST3","Cystatin C","Protein Coding","6.0733933","79","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"19","VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","5.9507003","97","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"21","MMP2","Matrix Metallopeptidase 2","Protein Coding","5.749848","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"23","CYP2C19","Cytochrome P450 Family 2 Subfamily C Member 19","Protein Coding","5.4051743","92","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"24","TJP1","Tight Junction Protein 1","Protein Coding","5.373794","96","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"26","JAK2","Janus Kinase 2","Protein Coding","5.2918544","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"27","SERPINE1","Serpin Family E Member 1","Protein Coding","5.2394767","99","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"30","APOA1","Apolipoprotein A1","Protein Coding","5.007799","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"31","TLR4","Toll Like Receptor 4","Protein Coding","5.007799","96","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Strict_ge5_protein_coding","Raw Relevance Score >=5; Gene Type = Protein Coding","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
