Search_Rank,MIM_Raw,Gene_MIM_ID,Entrez_Gene_ID,Title,Title_Symbol_Candidate,Gene_Phenotype_Link_Status,Evidence_Layer,Gene_Target_Status,Decision_Reason
34,*176930,176930,2147,COAGULATION FACTOR II; F2,F2,verified_linked_gene,UltraStrict_Direct_AIS,Primary_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
35,*102620,102620,59,"ACTIN, ALPHA-2, SMOOTH MUSCLE, AORTA; ACTA2",ACTA2,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
41,*600300,600300,6506,"SOLUTE CARRIER FAMILY 1 (GLIAL HIGH AFFINITY GLUTAMATE TRANSPORTER), MEMBER 2; SLC1A2",SLC1A2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
76,*151385,151385,861,RUNT-RELATED TRANSCRIPTION FACTOR 1; RUNX1,RUNX1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
77,*102578,102578,5371,"ACUTE PROMYELOCYTIC LEUKEMIA, INDUCER OF; PML",PML,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
78,*102582,102582,6774,SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3; STAT3,STAT3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
79,*120520,120520,4311,MEMBRANE METALLOENDOPEPTIDASE; MME,MME,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
80,*180240,180240,5914,"RETINOIC ACID RECEPTOR, ALPHA; RARA",RARA,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
81,*186855,186855,6887,T-CELL ACUTE LYMPHOCYTIC LEUKEMIA 2; TAL2,TAL2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
82,*187040,187040,6886,T-CELL ACUTE LYMPHOCYTIC LEUKEMIA 1; TAL1,TAL1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
83,*600617,600617,6770,STEROIDOGENIC ACUTE REGULATORY PROTEIN; STAR,STAR,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
84,*133435,133435,862,"RUNT-RELATED TRANSCRIPTION FACTOR 1, TRANSLOCATED TO, 1; RUNX1T1",RUNX1T1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
85,*606602,606602,79870,"BRAIN AND ACUTE LEUKEMIA GENE, CYTOPLASMIC; BAALC",BAALC,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
86,*608450,608450,338436,B-CELL ACUTE LYMPHOBLASTIC LEUKEMIA-EXPRESSED GENE; BLACE,BLACE,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
87,*107730,107730,338,APOLIPOPROTEIN B; APOB,APOB,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
88,*104760,104760,351,AMYLOID BETA A4 PRECURSOR PROTEIN; APP,APP,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
89,*120130,120130,1282,"COLLAGEN, TYPE IV, ALPHA-1; COL4A1",COL4A1,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
92,*590050,590050,4567,"TRANSFER RNA, MITOCHONDRIAL, LEUCINE, 1; MTTL1",MTTL1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
93,*147796,147796,3717,JANUS KINASE 2; JAK2,JAK2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
96,*120180,120180,1281,"COLLAGEN, TYPE III, ALPHA-1; COL3A1",COL3A1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
97,*191160,191160,7124,TUMOR NECROSIS FACTOR; TNF,TNF,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
98,*138249,138249,2902,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, SUBUNIT 1; GRIN1",GRIN1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
100,*188040,188040,7056,THROMBOMODULIN; THBD,THBD,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
102,*192240,192240,7422,VASCULAR ENDOTHELIAL GROWTH FACTOR A; VEGFA,VEGFA,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
105,*107680,107680,335,APOLIPOPROTEIN A-I; APOA1,APOA1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
106,*600129,600129,5144,PHOSPHODIESTERASE 4D; PDE4D,PDE4D,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
109,*134830,134830,2244,"FIBRINOGEN, B BETA POLYPEPTIDE; FGB",FGB,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
110,*609708,609708,4023,LIPOPROTEIN LIPASE; LPL,LPL,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
111,*600509,600509,6833,"ATP-BINDING CASSETTE, SUBFAMILY C, MEMBER 8; ABCC8",ABCC8,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
112,*606672,606672,2811,"GLYCOPROTEIN Ib, PLATELET, ALPHA POLYPEPTIDE; GP1BA",GP1BA,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
114,*607093,607093,4524,"5,10-METHYLENETETRAHYDROFOLATE REDUCTASE; MTHFR",MTHFR,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
121,*132811,132811,2053,"EPOXIDE HYDROLASE 2, CYTOSOLIC; EPHX2",EPHX2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
122,*604134,604134,11093,"A DISINTEGRIN-LIKE AND METALLOPROTEASE WITH THROMBOSPONDIN TYPE 1 MOTIF, 13; ADAMTS13",ADAMTS13,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
123,*138252,138252,2904,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, SUBUNIT 2B; GRIN2B",GRIN2B,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
124,*602887,602887,1742,DISCS LARGE MAGUK SCAFFOLD PROTEIN 4; DLG4,DLG4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
126,*176895,176895,8858,PROTEIN Z; PROZ,PROZ,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
127,*192225,192225,7412,VASCULAR CELL ADHESION MOLECULE 1; VCAM1,VCAM1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
129,*601693,601693,7351,UNCOUPLING PROTEIN 2; UCP2,UCP2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
130,*612309,612309,2153,COAGULATION FACTOR V; F5,F5,verified_linked_gene,UltraStrict_Direct_AIS;Extended_Etiologic,Primary_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
133,*173610,173610,6403,SELECTIN P; SELP,SELP,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
134,*613381,613381,875,CYSTATHIONINE BETA-SYNTHASE; CBS,CBS,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
135,*613768,613768,57674,RING FINGER PROTEIN 213; RNF213,RNF213,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
137,*139250,139250,2688,GROWTH HORMONE 1; GH1,GH1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
138,*163731,163731,4842,NITRIC OXIDE SYNTHASE 1; NOS1,NOS1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
139,*123260,123260,1401,C-REACTIVE PROTEIN; CRP,CRP,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
142,*606945,606945,3949,LOW DENSITY LIPOPROTEIN RECEPTOR; LDLR,LDLR,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
143,*612112,612112,79626,TUMOR NECROSIS FACTOR-ALPHA-INDUCED PROTEIN 8-LIKE 2; TNFAIP8L2,TNFAIP8L2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
145,*140580,140580,3297,HEAT-SHOCK TRANSCRIPTION FACTOR 1; HSF1,HSF1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
146,*173490,173490,5156,"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, ALPHA; PDGFRA",PDGFRA,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
147,*600295,600295,4879,NATRIURETIC PEPTIDE PRECURSOR B; NPPB,NPPB,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
148,*608452,608452,56034,PLATELET-DERIVED GROWTH FACTOR C; PDGFC,PDGFC,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
150,*603030,603030,7099,TOLL-LIKE RECEPTOR 4; TLR4,TLR4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
154,*600960,600960,6418,SET NUCLEAR PROTOONCOGENE; SET,SET,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
156,*603348,603348,3091,"HYPOXIA-INDUCIBLE FACTOR 1, ALPHA SUBUNIT; HIF1A",HIF1A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
157,*138253,138253,2903,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, SUBUNIT 2A; GRIN2A",GRIN2A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
159,*120361,120361,4318,MATRIX METALLOPROTEINASE 9; MMP9,MMP9,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
160,*602194,602194,5654,HTRA SERINE PEPTIDASE 1; HTRA1,HTRA1,verified_linked_gene,Primary_Adult_Monogenic,Primary_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
161,*191190,191190,7132,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 1A; TNFRSF1A",TNFRSF1A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
164,*612456,612456,81575,APOLIPOPROTEIN L DOMAIN-CONTAINING 1; APOLD1,APOLD1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
165,*106165,106165,185,"ANGIOTENSIN II RECEPTOR, TYPE 1; AGTR1",AGTR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
167,*305900,305900,2539,GLUCOSE-6-PHOSPHATE DEHYDROGENASE; G6PD,G6PD,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
168,*604775,604775,8989,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY A, MEMBER 1; TRPA1",TRPA1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
169,*176975,176975,5581,"PROTEIN KINASE C, EPSILON; PRKCE",PRKCE,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
170,*601746,601746,10525,HYPOXIA UP-REGULATED 1; HYOU1,HYOU1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
173,*186940,186940,920,CD4 ANTIGEN; CD4,CD4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
174,*191306,191306,3791,KINASE INSERT DOMAIN RECEPTOR; KDR,KDR,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
177,*602544,602544,5071,PARKIN RBR E3 UBIQUITIN PROTEIN LIGASE; PRKN,PRKN,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
183,*118930,118930,7857,SECRETOGRANIN II; SCG2,SCG2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
184,*100650,100650,217,ALDEHYDE DEHYDROGENASE 2 FAMILY MEMBER; ALDH2,ALDH2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
185,*120700,120700,718,COMPLEMENT COMPONENT 3; C3,C3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
187,*190198,190198,4851,NOTCH RECEPTOR 1; NOTCH1,NOTCH1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
188,*164011,164011,4790,"NUCLEAR FACTOR KAPPA-B, SUBUNIT 1; NFKB1",NFKB1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
189,*600831,600831,1612,DEATH-ASSOCIATED PROTEIN KINASE 1; DAPK1,DAPK1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
192,*621451,621451,85028,SMALL NUCLEOLAR RNA HOST GENE 12; SNHG12,SNHG12,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
194,*176880,176880,5627,PROTEIN S; PROS1,PROS1,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
197,*133430,133430,2099,ESTROGEN RECEPTOR 1; ESR1,ESR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
198,*607918,607918,55829,SELENOPROTEIN S; SELENOS,SELENOS,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
199,*605565,605565,56729,RESISTIN; RETN,RETN,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
200,*134370,134370,3075,COMPLEMENT FACTOR H; CFH,CFH,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
201,*124020,124020,1557,"CYTOCHROME P450, SUBFAMILY IIC, POLYPEPTIDE 19; CYP2C19",CYP2C19,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
203,*176804,176804,5732,"PROSTAGLANDIN E RECEPTOR 2, EP2 SUBTYPE; PTGER2",PTGER2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
204,*602866,602866,41,"ACID-SENSING ION CHANNEL, SUBUNIT 1; ASIC1",ASIC1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
205,*603219,603219,3776,"POTASSIUM CHANNEL, SUBFAMILY K, MEMBER 2; KCNK2",KCNK2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
206,*102776,102776,135,ADENOSINE A2A RECEPTOR; ADORA2A,ADORA2A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
207,*147780,147780,3565,INTERLEUKIN 4; IL4,IL4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
208,*151430,151430,596,BCL2 APOPTOSIS REGULATOR; BCL2,BCL2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
210,*153620,153620,4282,MACROPHAGE MIGRATION INHIBITORY FACTOR; MIF,MIF,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
211,*141250,141250,3162,HEME OXYGENASE 1; HMOX1,HMOX1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
212,*601690,601690,7941,"PHOSPHOLIPASE A2, GROUP VII; PLA2G7",PLA2G7,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
213,*114078,114078,815,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II-ALPHA; CAMK2A,CAMK2A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
214,*606518,606518,26762,HEPATITIS A VIRUS CELLULAR RECEPTOR 1; HAVCR1,HAVCR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
217,*164730,164730,207,AKT SERINE/THREONINE KINASE 1; AKT1,AKT1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
218,*601185,601185,6781,STANNIOCALCIN 1; STC1,STC1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
225,*184756,184756,6720,STEROL REGULATORY ELEMENT-BINDING TRANSCRIPTION FACTOR 1; SREBF1,SREBF1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
226,*616495,616495,151188,ADP-RIBOSYLATION FACTOR-LIKE GTPase 6-INTERACTING PROTEIN 6; ARL6IP6,ARL6IP6,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
227,*602055,602055,3638,INSULIN-INDUCED GENE 1; INSIG1,INSIG1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
228,*191191,191191,7133,"TUMOR NECROSIS FACTOR RECEPTOR SUBFAMILY, MEMBER 1B; TNFRSF1B",TNFRSF1B,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
234,*600958,600958,4607,"MYOSIN-BINDING PROTEIN C, CARDIAC; MYBPC3",MYBPC3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
235,*611795,611795,406937,MICRO RNA 145; MIR145,MIR145,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
236,*300644,300644,2717,"GALACTOSIDASE, ALPHA; GLA",GLA,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
242,*120360,120360,4313,MATRIX METALLOPROTEINASE 2; MMP2,MMP2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
243,*188060,188060,7057,THROMBOSPONDIN I; THBS1,THBS1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
244,*620997,620997,56920,SEMAPHORIN 3G; SEMA3G,SEMA3G,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
247,*590070,590070,4558,"TRANSFER RNA, MITOCHONDRIAL, PHENYLALANINE; MTTF",MTTF,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
248,*107280,107280,12,"SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 3; SERPINA3",SERPINA3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
249,*609422,609422,407048,MICRO RNA 92A1; MIR92A1,MIR92A1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
250,*135600,135600,2335,FIBRONECTIN 1; FN1,FN1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
251,*138140,138140,6513,"SOLUTE CARRIER FAMILY 2 (FACILITATED GLUCOSE TRANSPORTER), MEMBER 1; SLC2A1",SLC2A1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
252,*607667,607667,29119,"CATENIN, ALPHA-3; CTNNA3",CTNNA3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
253,*168820,168820,5444,PARAOXONASE 1; PON1,PON1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
254,*171050,171050,5243,"ATP-BINDING CASSETTE, SUBFAMILY B, MEMBER 1; ABCB1",ABCB1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
256,*185430,185430,1191,CLUSTERIN; CLU,CLU,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
258,*300386,300386,959,CD40 LIGAND; CD40LG,CD40LG,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
261,*147620,147620,3569,INTERLEUKIN 6; IL6,IL6,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
262,*114610,114610,1268,CANNABINOID RECEPTOR 1; CNR1,CNR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
264,*600953,600953,3606,INTERLEUKIN 18; IL18,IL18,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
